SaleID,Date,CustomerID,ProductID,Quantity,TotalAmount
700,2025-11-14,246,907,2,4650.6
701,2025-11-15,281,904,5,687.35
702,2025-11-15,299,683,1,2918.36
703,2025-11-15,715,744,2,3134.3
704,2025-11-15,931,506,4,10435.6
705,2025-11-15,781,567,1,3493.49
706,2025-11-15,378,79,1,442.09
707,2025-11-15,517,785,3,12084.72
708,2025-11-15,420,462,2,3149.56
709,2025-11-15,259,213,5,12670.1
710,2025-11-15,46,474,1,4913.77
711,2025-11-15,75,655,4,2267.52
712,2025-11-15,391,352,4,7497.68
713,2025-11-15,877,200,4,15453.72
714,2025-11-15,39,11,3,5678.79
715,2025-11-15,118,727,2,8929.84
716,2025-11-15,335,687,4,8628.8
717,2025-11-15,497,473,1,4596.58
718,2025-11-15,85,562,2,2246.56
719,2025-11-15,731,973,4,5316.24
720,2025-11-15,144,483,3,6179.58
721,2025-11-15,862,166,2,3643.84
722,2025-11-15,859,19,5,10682.65
723,2025-11-15,103,182,3,12857.46
724,2025-11-15,128,548,4,18377.24
725,2025-11-15,173,80,1,2607.22
726,2025-11-15,694,280,2,1604.38
727,2025-11-15,452,367,2,2403.94
728,2025-11-15,222,732,1,1061.07
729,2025-11-15,915,692,5,9120.55
730,2025-11-15,222,453,1,1949.89
731,2025-11-15,857,651,5,4614.0
732,2025-11-15,657,679,1,4978.54
733,2025-11-15,400,707,3,14188.05
734,2025-11-15,455,54,5,5926.55
735,2025-11-15,5,50,4,11059.0
736,2025-11-15,786,207,2,9713.3
737,2025-11-15,384,931,2,2739.52
738,2025-11-15,205,94,1,4007.34
739,2025-11-15,432,29,1,650.13
740,2025-11-15,346,841,2,2343.08
741,2025-11-15,697,686,1,3680.71
742,2025-11-15,226,982,1,604.07
743,2025-11-15,817,856,2,7312.68
744,2025-11-15,742,172,1,4957.74
745,2025-11-15,426,525,1,1321.93
746,2025-11-15,836,335,3,12140.7
747,2025-11-15,576,642,2,7200.26
748,2025-11-15,640,213,5,12670.1
749,2025-11-15,405,962,4,15357.48
750,2025-11-15,124,238,2,7017.68
751,2025-11-16,109,366,3,7541.46
752,2025-11-16,178,16,4,17154.92
753,2025-11-16,670,324,1,3965.78
754,2025-11-16,399,218,4,4997.84
755,2025-11-16,226,68,3,2462.4
756,2025-11-16,666,639,3,4173.6
757,2025-11-16,45,69,2,5280.84
758,2025-11-16,421,309,5,4370.55
759,2025-11-16,512,105,5,16733.7
760,2025-11-16,811,945,5,8586.75
761,2025-11-16,176,258,1,4068.87
762,2025-11-16,615,333,4,269.96
763,2025-11-16,695,947,2,2176.42
764,2025-11-16,341,180,3,392.1
765,2025-11-16,872,683,4,11673.44
766,2025-11-16,70,344,1,2911.56
767,2025-11-16,624,934,5,2668.7
768,2025-11-16,460,392,5,13473.25
769,2025-11-16,656,760,2,9285.34
770,2025-11-16,516,602,1,470.07
771,2025-11-16,239,22,5,6461.6
772,2025-11-16,778,919,1,684.58
773,2025-11-16,317,243,4,18914.48
774,2025-11-16,776,250,5,21702.65
775,2025-11-16,82,62,2,4619.78
776,2025-11-16,384,511,3,13568.25
777,2025-11-16,207,156,4,7507.56
778,2025-11-16,210,658,1,3620.95
779,2025-11-16,244,946,5,20079.35
780,2025-11-16,969,455,3,11797.05
781,2025-11-16,138,285,3,537.36
782,2025-11-16,660,806,1,1422.22
783,2025-11-16,534,811,4,11590.24
784,2025-11-16,664,833,3,6988.29
785,2025-11-16,769,25,2,8405.82
786,2025-11-16,868,751,3,2429.25
787,2025-11-16,351,249,2,1086.08
788,2025-11-16,553,56,2,5314.74
789,2025-11-16,821,704,2,5794.78
790,2025-11-16,623,894,4,2172.16
791,2025-11-16,534,330,2,3149.82
792,2025-11-16,453,645,1,999.92
793,2025-11-16,67,891,4,5722.04
794,2025-11-16,72,977,2,8975.4
795,2025-11-16,54,650,2,8453.44
796,2025-11-16,961,210,2,1408.68
797,2025-11-16,94,178,5,24005.65
798,2025-11-16,563,852,2,6738.94
799,2025-11-16,242,520,1,4952.31
800,2025-11-16,437,743,4,6220.84
801,2025-11-17,319,169,2,5096.46
802,2025-11-17,251,435,2,1404.78
803,2025-11-17,621,255,3,2481.54
804,2025-11-17,293,591,4,4671.76
805,2025-11-17,991,651,2,1845.6
806,2025-11-17,279,884,4,4165.2
807,2025-11-17,82,974,3,8328.0
808,2025-11-17,408,387,2,5596.26
809,2025-11-17,483,452,4,5025.08
810,2025-11-17,518,625,4,11604.16
811,2025-11-17,779,160,4,2122.96
812,2025-11-17,21,781,4,7582.04
813,2025-11-17,438,875,1,1488.42
814,2025-11-17,778,929,3,705.06
815,2025-11-17,610,551,2,7754.2
816,2025-11-17,567,745,2,4894.0
817,2025-11-17,264,390,4,19398.36
818,2025-11-17,314,465,3,7490.28
819,2025-11-17,385,576,5,12420.1
820,2025-11-17,493,74,3,3583.56
821,2025-11-17,140,733,4,6004.76
822,2025-11-17,201,159,2,3108.66
823,2025-11-17,5,14,5,20401.2
824,2025-11-17,748,743,3,4665.63
825,2025-11-17,504,415,4,6380.44
826,2025-11-17,963,405,3,11666.67
827,2025-11-17,394,502,3,7326.54
828,2025-11-17,657,603,1,3689.85
829,2025-11-17,419,907,1,2325.3
830,2025-11-17,944,128,4,6035.36
831,2025-11-17,955,580,2,1151.88
832,2025-11-17,199,782,4,7156.84
833,2025-11-17,981,262,3,2188.32
834,2025-11-17,522,727,4,17859.68
835,2025-11-17,651,706,3,11076.06
836,2025-11-17,714,60,4,11061.2
837,2025-11-17,949,435,2,1404.78
838,2025-11-17,249,490,1,3620.63
839,2025-11-17,944,833,3,6988.29
840,2025-11-17,647,724,1,2287.29
841,2025-11-17,715,682,2,2541.88
842,2025-11-17,268,620,4,16392.44
843,2025-11-17,967,698,2,1930.96
844,2025-11-17,261,254,5,8505.85
845,2025-11-17,593,975,2,518.1
846,2025-11-17,13,120,1,345.89
847,2025-11-17,660,729,4,19173.48
848,2025-11-17,408,724,5,11436.45
849,2025-11-17,998,923,1,4960.13
850,2025-11-17,531,932,2,5921.1
851,2025-11-18,898,434,2,9739.46
852,2025-11-18,850,438,3,3590.67
853,2025-11-18,709,310,5,22996.05
854,2025-11-18,991,546,4,2127.8
855,2025-11-18,601,316,4,9127.52
856,2025-11-18,771,898,1,3128.74
857,2025-11-18,112,652,5,1587.2
858,2025-11-18,796,817,3,9638.37
859,2025-11-18,834,147,3,7357.74
860,2025-11-18,767,215,4,4122.56
861,2025-11-18,716,316,1,2281.88
862,2025-11-18,173,836,4,2952.48
863,2025-11-18,2,100,1,1938.81
864,2025-11-18,793,714,4,2448.44
865,2025-11-18,538,427,3,1723.02
866,2025-11-18,751,442,2,7908.9
867,2025-11-18,181,384,2,4678.46
868,2025-11-18,721,138,2,6239.96
869,2025-11-18,499,187,5,4113.65
870,2025-11-18,972,113,4,498.36
871,2025-11-18,581,834,2,8206.56
872,2025-11-18,191,206,1,300.07
873,2025-11-18,768,188,2,8907.3
874,2025-11-18,266,924,4,1317.68
875,2025-11-18,452,642,5,18000.65
876,2025-11-18,112,890,2,9506.38
877,2025-11-18,82,301,1,3224.9
878,2025-11-18,387,128,3,4526.52
879,2025-11-18,66,351,1,510.98
880,2025-11-18,600,241,4,5823.48
881,2025-11-18,497,689,1,535.1
882,2025-11-18,10,63,3,13177.8
883,2025-11-18,770,979,1,4489.03
884,2025-11-18,682,597,1,4213.85
885,2025-11-18,100,217,5,24927.7
886,2025-11-18,811,8,4,9532.64
887,2025-11-18,618,533,3,7514.82
888,2025-11-18,955,498,4,347.12
889,2025-11-18,776,346,5,2944.95
890,2025-11-18,440,345,3,5067.0
891,2025-11-18,699,912,3,7434.72
892,2025-11-18,323,837,2,5278.9
893,2025-11-18,964,370,4,16991.8
894,2025-11-18,388,626,1,4190.31
895,2025-11-18,999,365,3,7521.48
896,2025-11-18,826,103,1,3701.21
897,2025-11-18,468,892,4,2619.36
898,2025-11-18,743,856,2,7312.68
899,2025-11-18,27,617,1,121.11
900,2025-11-18,890,544,3,6814.98
901,2025-11-19,974,717,2,7475.66
902,2025-11-19,378,463,5,15056.9
903,2025-11-19,703,675,4,15833.04
904,2025-11-19,528,424,2,805.3
905,2025-11-19,4,654,3,9309.78
906,2025-11-19,18,649,3,1823.28
907,2025-11-19,895,47,3,14115.48
908,2025-11-19,695,455,2,7864.7
909,2025-11-19,622,497,4,4669.68
910,2025-11-19,757,628,1,362.95
911,2025-11-19,357,439,4,17249.72
912,2025-11-19,675,878,1,2483.66
913,2025-11-19,752,395,3,12888.63
914,2025-11-19,622,200,2,7726.86
915,2025-11-19,891,533,5,12524.7
916,2025-11-19,804,878,5,12418.3
917,2025-11-19,33,131,4,5651.44
918,2025-11-19,816,90,3,4147.56
919,2025-11-19,853,690,5,2306.5
920,2025-11-19,896,479,2,5644.3
921,2025-11-19,918,457,1,1218.96
922,2025-11-19,494,679,5,24892.7
923,2025-11-19,247,250,2,8681.06
924,2025-11-19,175,772,1,3060.35
925,2025-11-19,109,446,1,1775.65
926,2025-11-19,165,952,3,10122.66
927,2025-11-19,925,393,3,9144.48
928,2025-11-19,226,737,3,477.24
929,2025-11-19,682,488,1,3366.83
930,2025-11-19,682,140,5,9840.4
931,2025-11-19,649,743,4,6220.84
932,2025-11-19,93,815,3,5513.28
933,2025-11-19,893,230,5,6265.45
934,2025-11-19,785,947,5,5441.05
935,2025-11-19,67,660,3,10201.26
936,2025-11-19,387,933,4,11493.0
937,2025-11-19,670,658,5,18104.75
938,2025-11-19,990,877,4,7475.32
939,2025-11-19,828,239,2,5871.74
940,2025-11-19,266,119,3,9336.87
941,2025-11-19,90,115,1,4845.73
942,2025-11-19,349,759,5,23293.95
943,2025-11-19,960,193,1,4137.24
944,2025-11-19,587,377,2,3399.5
945,2025-11-19,874,321,4,2646.16
946,2025-11-19,591,755,1,221.71
947,2025-11-19,319,64,5,16084.7
948,2025-11-19,549,195,4,12916.64
949,2025-11-19,434,328,3,2378.82
950,2025-11-19,817,696,2,5878.24
951,2025-11-20,533,680,5,20965.5
952,2025-11-20,605,228,1,822.16
953,2025-11-20,405,10,5,5460.7
954,2025-11-20,873,472,3,4601.07
955,2025-11-20,149,836,3,2214.36
956,2025-11-20,858,225,4,19805.16
957,2025-11-20,697,467,2,9042.24
958,2025-11-20,616,291,2,4145.04
959,2025-11-20,765,682,1,1270.94
960,2025-11-20,614,328,3,2378.82
961,2025-11-20,515,706,1,3692.02
962,2025-11-20,281,869,5,12521.45
963,2025-11-20,490,647,2,2270.84
964,2025-11-20,507,299,4,6395.36
965,2025-11-20,61,830,3,10391.34
966,2025-11-20,157,848,2,9094.44
967,2025-11-20,869,751,2,1619.5
968,2025-11-20,718,754,1,963.26
969,2025-11-20,946,887,2,5861.0
970,2025-11-20,878,500,4,5531.16
971,2025-11-20,307,835,2,3547.28
972,2025-11-20,23,562,4,4493.12
973,2025-11-20,346,433,4,13483.24
974,2025-11-20,357,776,4,19521.64
975,2025-11-20,401,74,5,5972.6
976,2025-11-20,745,290,3,2582.22
977,2025-11-20,714,946,2,8031.74
978,2025-11-20,718,877,5,9344.15
979,2025-11-20,404,100,2,3877.62
980,2025-11-20,332,771,5,9095.5
981,2025-11-20,887,825,1,727.9
982,2025-11-20,871,958,3,9274.17
983,2025-11-20,469,671,2,5729.8
984,2025-11-20,592,141,4,10051.48
985,2025-11-20,713,495,3,6897.75
986,2025-11-20,919,149,2,4950.1
987,2025-11-20,224,824,2,5842.46
988,2025-11-20,753,667,1,931.4
989,2025-11-20,371,744,5,7835.75
990,2025-11-20,105,695,2,4646.9
991,2025-11-20,386,974,4,11104.0
992,2025-11-20,696,862,2,9212.72
993,2025-11-20,949,58,1,4580.6
994,2025-11-20,365,998,4,12978.88
995,2025-11-20,184,968,1,999.98
996,2025-11-20,121,528,3,12146.43
997,2025-11-20,608,445,2,8473.08
998,2025-11-20,643,740,4,12991.8
999,2025-11-20,251,35,1,1468.29
1000,2025-11-20,247,407,4,19855.88
1001,2025-11-21,310,705,5,17195.45
1002,2025-11-21,978,177,4,5230.96
1003,2025-11-21,795,709,1,1859.67
1004,2025-11-21,797,475,4,11738.0
1005,2025-11-21,282,648,4,4320.56
1006,2025-11-21,377,12,1,2281.11
1007,2025-11-21,120,85,1,596.26
1008,2025-11-21,501,657,5,12993.85
1009,2025-11-21,231,24,5,1735.9
1010,2025-11-21,587,587,4,18111.44
1011,2025-11-21,281,711,1,2816.01
1012,2025-11-21,814,608,2,466.72
1013,2025-11-21,394,496,4,16437.4
1014,2025-11-21,306,586,2,2737.72
1015,2025-11-21,102,334,1,2320.28
1016,2025-11-21,731,931,5,6848.8
1017,2025-11-21,190,416,1,1042.75
1018,2025-11-21,404,570,5,10817.85
1019,2025-11-21,803,832,5,18968.6
1020,2025-11-21,501,66,5,5871.45
1021,2025-11-21,858,599,5,24195.95
1022,2025-11-21,731,839,1,4082.14
1023,2025-11-21,772,772,2,6120.7
1024,2025-11-21,989,675,1,3958.26
1025,2025-11-21,186,883,5,9251.8
1026,2025-11-21,712,185,1,2803.8
1027,2025-11-21,569,458,3,1306.74
1028,2025-11-21,126,41,2,6564.82
1029,2025-11-21,589,212,2,4052.0
1030,2025-11-21,90,576,3,7452.06
1031,2025-11-21,872,772,1,3060.35
1032,2025-11-21,87,128,5,7544.2
1033,2025-11-21,306,373,5,529.6
1034,2025-11-21,176,434,1,4869.73
1035,2025-11-21,255,308,1,3879.7
1036,2025-11-21,969,969,5,20723.9
1037,2025-11-21,927,802,3,9602.94
1038,2025-11-21,675,547,4,7205.8
1039,2025-11-21,144,591,4,4671.76
1040,2025-11-21,712,321,5,3307.7
1041,2025-11-21,933,361,5,17294.2
1042,2025-11-21,552,523,2,7859.26
1043,2025-11-21,705,102,1,1954.75
1044,2025-11-21,243,38,2,6161.88
1045,2025-11-21,146,307,2,2982.68
1046,2025-11-21,981,138,5,15599.9
1047,2025-11-21,566,222,5,8188.25
1048,2025-11-21,368,285,2,358.24
1049,2025-11-21,747,638,4,2712.48
1050,2025-11-21,77,564,3,12868.14
1051,2025-11-22,267,391,2,408.62
1052,2025-11-22,410,468,1,50.91
1053,2025-11-22,968,261,4,6967.36
1054,2025-11-22,963,712,2,7122.44
1055,2025-11-22,549,209,1,1484.43
1056,2025-11-22,645,751,3,2429.25
1057,2025-11-22,649,714,2,1224.22
1058,2025-11-22,732,382,5,3609.9
1059,2025-11-22,674,664,5,2069.85
1060,2025-11-22,620,168,4,15890.72
1061,2025-11-22,842,158,3,753.69
1062,2025-11-22,807,445,4,16946.16
1063,2025-11-22,27,988,5,20194.6
1064,2025-11-22,254,80,3,7821.66
1065,2025-11-22,128,545,1,4810.73
1066,2025-11-22,701,562,4,4493.12
1067,2025-11-22,68,338,1,443.05
1068,2025-11-22,372,932,3,8881.65
1069,2025-11-22,797,280,2,1604.38
1070,2025-11-22,890,818,2,2018.76
1071,2025-11-22,281,11,1,1892.93
1072,2025-11-22,387,993,2,3809.58
1073,2025-11-22,388,975,1,259.05
1074,2025-11-22,802,948,1,4127.51
1075,2025-11-22,180,540,3,13848.51
1076,2025-11-22,603,842,4,2778.32
1077,2025-11-22,98,542,3,4049.97
1078,2025-11-22,718,586,3,4106.58
1079,2025-11-22,565,278,5,7757.85
1080,2025-11-22,102,919,1,684.58
1081,2025-11-22,175,326,4,7736.0
1082,2025-11-22,186,354,5,13874.15
1083,2025-11-22,565,609,4,15798.0
1084,2025-11-22,489,607,2,5046.88
1085,2025-11-22,266,10,5,5460.7
1086,2025-11-22,731,160,2,1061.48
1087,2025-11-22,147,388,5,14540.6
1088,2025-11-22,754,274,1,385.68
1089,2025-11-22,941,743,3,4665.63
1090,2025-11-22,725,797,2,5583.28
1091,2025-11-22,695,624,4,8159.76
1092,2025-11-22,724,469,2,1577.24
1093,2025-11-22,450,363,4,10602.76
1094,2025-11-22,515,294,3,3187.74
1095,2025-11-22,976,439,5,21562.15
1096,2025-11-22,965,736,2,312.68
1097,2025-11-22,313,651,1,922.8
1098,2025-11-22,971,313,4,10113.04
1099,2025-11-22,790,321,1,661.54
1100,2025-11-22,650,82,1,3259.86
1101,2025-11-23,748,246,1,584.06
1102,2025-11-23,170,590,1,4070.76
1103,2025-11-23,87,762,3,5069.52
1104,2025-11-23,568,952,4,13496.88
1105,2025-11-23,828,896,1,4861.76
1106,2025-11-23,986,972,4,3355.28
1107,2025-11-23,694,521,2,370.26
1108,2025-11-23,492,510,5,14595.8
1109,2025-11-23,702,694,5,16808.65
1110,2025-11-23,715,128,4,6035.36
1111,2025-11-23,15,632,2,1420.38
1112,2025-11-23,933,852,1,3369.47
1113,2025-11-23,732,436,5,2657.25
1114,2025-11-23,768,354,2,5549.66
1115,2025-11-23,757,678,5,21460.1
1116,2025-11-23,701,624,1,2039.94
1117,2025-11-23,622,460,2,6001.14
1118,2025-11-23,691,953,5,22052.2
1119,2025-11-23,926,231,2,8700.64
1120,2025-11-23,77,376,2,7693.62
1121,2025-11-23,527,362,1,2163.92
1122,2025-11-23,433,508,4,14885.4
1123,2025-11-23,175,383,1,2330.06
1124,2025-11-23,347,936,2,5017.64
1125,2025-11-23,852,553,1,1014.88
1126,2025-11-23,298,307,4,5965.36
1127,2025-11-23,301,272,2,9957.28
1128,2025-11-23,3,756,5,3911.6
1129,2025-11-23,404,223,3,509.46
1130,2025-11-23,952,956,5,18619.65
1131,2025-11-23,846,915,1,325.9
1132,2025-11-23,958,475,5,14672.5
1133,2025-11-23,869,500,1,1382.79
1134,2025-11-23,365,7,5,13826.95
1135,2025-11-23,472,337,3,7214.31
1136,2025-11-23,363,110,1,1529.12
1137,2025-11-23,359,912,2,4956.48
1138,2025-11-23,412,364,1,4639.17
1139,2025-11-23,104,442,4,15817.8
1140,2025-11-23,203,87,5,12426.9
1141,2025-11-23,527,921,2,7675.42
1142,2025-11-23,421,127,4,9809.0
1143,2025-11-23,8,160,3,1592.22
1144,2025-11-23,232,482,4,12579.24
1145,2025-11-23,384,307,3,4474.02
1146,2025-11-23,439,914,2,5666.32
1147,2025-11-23,550,832,3,11381.16
1148,2025-11-23,112,450,4,6181.92
1149,2025-11-23,166,144,3,7919.52
1150,2025-11-23,766,445,1,4236.54
1151,2025-11-24,368,905,2,8813.24
1152,2025-11-24,114,195,3,9687.48
1153,2025-11-24,42,137,4,12470.76
1154,2025-11-24,432,762,3,5069.52
1155,2025-11-24,923,33,2,5153.4
1156,2025-11-24,683,204,4,10890.6
1157,2025-11-24,983,682,3,3812.82
1158,2025-11-24,122,432,4,16385.36
1159,2025-11-24,564,508,2,7442.7
1160,2025-11-24,333,770,4,8152.28
1161,2025-11-24,514,744,4,6268.6
1162,2025-11-24,135,113,1,124.59
1163,2025-11-24,812,22,2,2584.64
1164,2025-11-24,160,353,5,1924.75
1165,2025-11-24,14,786,2,8076.16
1166,2025-11-24,54,695,3,6970.35
1167,2025-11-24,440,1000,5,23536.0
1168,2025-11-24,756,9,4,7445.28
1169,2025-11-24,492,297,3,6499.2
1170,2025-11-24,498,85,4,2385.04
1171,2025-11-24,254,633,2,3823.7
1172,2025-11-24,747,524,2,6196.4
1173,2025-11-24,256,288,1,3265.36
1174,2025-11-24,885,270,2,1467.28
1175,2025-11-24,683,841,4,4686.16
1176,2025-11-24,204,486,1,4224.47
1177,2025-11-24,718,748,5,23122.25
1178,2025-11-24,626,186,2,1033.44
1179,2025-11-24,876,606,2,7948.12
1180,2025-11-24,235,124,2,8928.78
1181,2025-11-24,411,40,3,5252.85
1182,2025-11-24,197,952,2,6748.44
1183,2025-11-24,437,19,5,10682.65
1184,2025-11-24,205,94,1,4007.34
1185,2025-11-24,390,418,5,3161.85
1186,2025-11-24,314,717,2,7475.66
1187,2025-11-24,228,345,4,6756.0
1188,2025-11-24,491,63,5,21963.0
1189,2025-11-24,438,660,1,3400.42
1190,2025-11-24,312,113,3,373.77
1191,2025-11-24,373,288,3,9796.08
1192,2025-11-24,729,429,2,6001.6
1193,2025-11-24,328,917,1,3398.61
1194,2025-11-24,187,42,1,3046.66
1195,2025-11-24,54,677,3,12846.81
1196,2025-11-24,218,293,4,13492.52
1197,2025-11-24,287,931,5,6848.8
1198,2025-11-24,104,442,2,7908.9
1199,2025-11-24,259,972,4,3355.28
1200,2025-11-24,373,343,3,695.31
1201,2025-11-25,115,100,1,1938.81
1202,2025-11-25,700,566,2,8051.68
1203,2025-11-25,340,370,3,12743.85
1204,2025-11-25,761,798,5,20699.65
1205,2025-11-25,542,620,3,12294.33
1206,2025-11-25,244,666,3,3360.06
1207,2025-11-25,216,599,4,19356.76
1208,2025-11-25,90,909,1,862.51
1209,2025-11-25,134,645,5,4999.6
1210,2025-11-25,124,43,5,22220.35
1211,2025-11-25,992,935,2,6939.56
1212,2025-11-25,198,722,4,2629.64
1213,2025-11-25,948,102,1,1954.75
1214,2025-11-25,965,560,5,836.6
1215,2025-11-25,352,309,4,3496.44
1216,2025-11-25,780,207,5,24283.25
1217,2025-11-25,739,158,1,251.23
1218,2025-11-25,131,197,4,15646.4
1219,2025-11-25,564,729,3,14380.11
1220,2025-11-25,913,899,5,2143.8
1221,2025-11-25,999,356,3,4225.11
1222,2025-11-25,460,645,1,999.92
1223,2025-11-25,933,447,1,2564.35
1224,2025-11-25,495,430,5,20945.3
1225,2025-11-25,954,976,5,19610.3
1226,2025-11-25,810,23,2,4044.18
1227,2025-11-25,614,281,2,1402.3
1228,2025-11-25,297,47,5,23525.8
1229,2025-11-25,63,814,2,3638.12
1230,2025-11-25,759,835,4,7094.56
1231,2025-11-25,507,702,5,1059.7
1232,2025-11-25,892,526,1,3038.92
1233,2025-11-25,170,449,5,14014.7
1234,2025-11-25,394,576,4,9936.08
1235,2025-11-25,411,622,3,1087.2
1236,2025-11-25,212,189,1,1318.41
1237,2025-11-25,164,586,2,2737.72
1238,2025-11-25,607,714,1,612.11
1239,2025-11-25,901,951,5,6468.8
1240,2025-11-25,467,516,5,17452.5
1241,2025-11-25,266,311,2,9046.38
1242,2025-11-25,304,726,3,14674.56
1243,2025-11-25,566,122,2,4929.64
1244,2025-11-25,230,47,5,23525.8
1245,2025-11-25,244,299,1,1598.84
1246,2025-11-25,655,152,3,344.34
1247,2025-11-25,950,137,3,9353.07
1248,2025-11-25,895,810,1,641.94
1249,2025-11-25,658,255,2,1654.36
1250,2025-11-25,548,119,1,3112.29
1251,2025-11-26,665,356,5,7041.85
1252,2025-11-26,996,378,3,8598.48
1253,2025-11-26,86,970,5,14105.65
1254,2025-11-26,271,740,2,6495.9
1255,2025-11-26,419,920,5,20286.45
1256,2025-11-26,302,333,1,67.49
1257,2025-11-26,641,836,1,738.12
1258,2025-11-26,844,365,2,5014.32
1259,2025-11-26,749,989,3,14042.19
1260,2025-11-26,181,263,1,2627.55
1261,2025-11-26,551,674,5,22188.6
1262,2025-11-26,109,740,4,12991.8
1263,2025-11-26,969,670,3,5137.98
1264,2025-11-26,891,642,5,18000.65
1265,2025-11-26,565,212,4,8104.0
1266,2025-11-26,226,333,3,202.47
1267,2025-11-26,209,596,4,7434.04
1268,2025-11-26,160,457,2,2437.92
1269,2025-11-26,748,744,4,6268.6
1270,2025-11-26,378,152,4,459.12
1271,2025-11-26,96,508,2,7442.7
1272,2025-11-26,471,190,2,5747.82
1273,2025-11-26,194,584,4,3147.32
1274,2025-11-26,966,747,2,2915.38
1275,2025-11-26,664,289,1,1967.93
1276,2025-11-26,318,167,2,6685.9
1277,2025-11-26,838,404,5,18377.9
1278,2025-11-26,193,72,2,4822.96
1279,2025-11-26,74,437,2,6479.74
1280,2025-11-26,466,931,4,5479.04
1281,2025-11-26,103,742,5,21087.2
1282,2025-11-26,141,745,1,2447.0
1283,2025-11-26,618,103,4,14804.84
1284,2025-11-26,394,22,1,1292.32
1285,2025-11-26,847,14,1,4080.24
1286,2025-11-26,136,255,1,827.18
1287,2025-11-26,275,147,5,12262.9
1288,2025-11-26,14,812,1,2929.19
1289,2025-11-26,981,811,1,2897.56
1290,2025-11-26,556,754,3,2889.78
1291,2025-11-26,874,725,1,3382.87
1292,2025-11-26,208,143,4,12889.88
1293,2025-11-26,778,577,4,7974.16
1294,2025-11-26,836,168,3,11918.04
1295,2025-11-26,340,491,2,4423.68
1296,2025-11-26,250,58,5,22903.0
1297,2025-11-26,709,274,5,1928.4
1298,2025-11-26,127,22,1,1292.32
1299,2025-11-26,106,558,3,6772.23
1300,2025-11-26,106,524,4,12392.8
1301,2025-11-27,146,2,2,9767.42
1302,2025-11-27,25,233,4,9111.2
1303,2025-11-27,395,151,3,3427.74
1304,2025-11-27,672,294,2,2125.16
1305,2025-11-27,944,901,4,6012.56
1306,2025-11-27,704,906,1,2278.07
1307,2025-11-27,504,174,1,4139.47
1308,2025-11-27,230,105,3,10040.22
1309,2025-11-27,366,79,5,2210.45
1310,2025-11-27,342,122,3,7394.46
1311,2025-11-27,946,947,1,1088.21
1312,2025-11-27,918,45,5,4391.1
1313,2025-11-27,155,183,4,16474.4
1314,2025-11-27,544,343,5,1158.85
1315,2025-11-27,186,696,4,11756.48
1316,2025-11-27,154,915,3,977.7
1317,2025-11-27,640,838,3,10691.94
1318,2025-11-27,357,897,1,3412.06
1319,2025-11-27,278,939,4,12781.8
1320,2025-11-27,678,378,3,8598.48
1321,2025-11-27,831,929,1,235.02
1322,2025-11-27,808,3,2,4654.7
1323,2025-11-27,797,672,2,1199.98
1324,2025-11-27,328,152,4,459.12
1325,2025-11-27,458,739,4,8351.48
1326,2025-11-27,835,69,1,2640.42
1327,2025-11-27,592,438,3,3590.67
1328,2025-11-27,149,93,3,5227.41
1329,2025-11-27,131,187,4,3290.92
1330,2025-11-27,362,327,4,11396.72
1331,2025-11-27,435,493,4,9229.36
1332,2025-11-27,617,813,3,6996.51
1333,2025-11-27,142,822,2,3080.62
1334,2025-11-27,393,429,5,15004.0
1335,2025-11-27,510,552,5,18424.25
1336,2025-11-27,505,546,5,2659.75
1337,2025-11-27,842,236,4,5321.44
1338,2025-11-27,86,595,4,12719.0
1339,2025-11-27,540,592,2,8197.96
1340,2025-11-27,720,90,2,2765.04
1341,2025-11-27,371,3,2,4654.7
1342,2025-11-27,872,18,3,7173.87
1343,2025-11-27,572,486,2,8448.94
1344,2025-11-27,944,113,1,124.59
1345,2025-11-27,934,358,3,9239.01
1346,2025-11-27,870,870,2,2953.88
1347,2025-11-27,302,472,2,3067.38
1348,2025-11-27,856,874,5,11237.9
1349,2025-11-27,996,954,4,10421.24
1350,2025-11-27,249,216,2,5756.18
1351,2025-11-28,58,765,2,1556.12
1352,2025-11-28,121,986,2,6038.24
1353,2025-11-28,387,751,1,809.75
1354,2025-11-28,713,989,4,18722.92
1355,2025-11-28,381,56,1,2657.37
1356,2025-11-28,679,596,1,1858.51
1357,2025-11-28,489,858,5,14558.8
1358,2025-11-28,892,162,1,2654.65
1359,2025-11-28,151,375,2,3072.82
1360,2025-11-28,81,251,1,972.77
1361,2025-11-28,13,583,4,15589.28
1362,2025-11-28,154,784,2,8889.26
1363,2025-11-28,482,762,2,3379.68
1364,2025-11-28,767,541,3,10300.11
1365,2025-11-28,482,422,3,4175.13
1366,2025-11-28,455,801,1,1350.25
1367,2025-11-28,294,114,2,1284.54
1368,2025-11-28,62,903,1,4056.93
1369,2025-11-28,619,770,2,4076.14
1370,2025-11-28,516,165,1,572.3
1371,2025-11-28,406,853,4,3082.04
1372,2025-11-28,697,971,4,13009.04
1373,2025-11-28,568,729,3,14380.11
1374,2025-11-28,942,586,5,6844.3
1375,2025-11-28,314,727,2,8929.84
1376,2025-11-28,434,954,2,5210.62
1377,2025-11-28,279,997,1,3592.57
1378,2025-11-28,535,387,2,5596.26
1379,2025-11-28,761,217,4,19942.16
1380,2025-11-28,634,58,2,9161.2
1381,2025-11-28,402,189,5,6592.05
