SaleID,CustomerID,ProductID,Quantity,TotalAmount,order_date,raw_comment
608,138,770,1,2038.07,2025/11/13,junk
609,303,456,5,19736.35,2025/11/13,junk
610,361,236,5,6651.8,2025/11/13,junk
611,43,477,5,7531.05,2025/11/13,junk
612,637,345,4,6756.0,2025/11/13,junk
613,462,479,4,11288.6,2025/11/13,junk
614,419,377,4,6799.0,2025/11/13,junk
615,325,280,4,3208.76,2025/11/13,junk
616,26,184,4,5663.96,2025/11/13,junk
617,240,272,1,4978.64,2025/11/13,junk
618,368,924,1,329.42,2025/11/13,junk
619,302,863,5,9319.95,2025/11/13,junk
620,526,560,1,167.32,2025/11/13,junk
621,805,284,2,6003.98,2025/11/13,junk
622,101,122,1,2464.82,2025/11/13,junk
623,369,40,5,8754.75,2025/11/13,junk
624,206,342,2,1567.74,2025/11/13,junk
625,692,338,3,1329.15,2025/11/13,junk
626,310,764,3,14713.23,2025/11/13,junk
627,196,723,5,17038.15,2025/11/13,junk
628,142,876,5,21455.15,2025/11/13,junk
629,935,268,1,1073.45,2025/11/13,junk
630,789,307,3,4474.02,2025/11/13,junk
631,843,355,4,2864.0,2025/11/13,junk
632,969,416,5,5213.75,2025/11/13,junk
633,776,672,1,599.99,2025/11/13,junk
634,484,670,5,8563.3,2025/11/13,junk
635,780,975,2,518.1,2025/11/13,junk
636,887,408,2,461.88,2025/11/13,junk
637,233,741,2,5974.24,2025/11/13,junk
638,486,240,5,1326.2,2025/11/13,junk
639,602,805,5,6307.55,2025/11/13,junk
640,776,480,4,17252.72,2025/11/13,junk
641,349,811,1,2897.56,2025/11/13,junk
642,321,867,2,1217.18,2025/11/13,junk
643,440,789,4,4314.12,2025/11/13,junk
644,215,450,4,6181.92,2025/11/13,junk
645,874,572,1,3914.62,2025/11/13,junk
646,384,143,5,16112.35,2025/11/13,junk
647,895,132,3,8384.64,2025/11/13,junk
648,966,756,1,782.32,2025/11/13,junk
649,512,830,3,10391.34,2025/11/13,junk
650,348,231,4,17401.28,2025/11/13,junk
651,436,703,4,5541.84,2025/11/14,junk
652,782,798,5,20699.65,2025/11/14,junk
653,307,334,5,11601.4,2025/11/14,junk
654,24,582,1,398.54,2025/11/14,junk
655,945,143,2,6444.94,2025/11/14,junk
656,976,339,5,6306.65,2025/11/14,junk
657,645,819,5,19176.05,2025/11/14,junk
658,936,623,5,8599.25,2025/11/14,junk
659,888,401,4,4201.56,2025/11/14,junk
660,210,972,4,3355.28,2025/11/14,junk
661,66,548,4,18377.24,2025/11/14,junk
662,193,487,1,2115.32,2025/11/14,junk
663,337,584,4,3147.32,2025/11/14,junk
664,655,917,3,10195.83,2025/11/14,junk
665,96,176,1,1906.56,2025/11/14,junk
666,692,567,2,6986.98,2025/11/14,junk
667,33,847,5,14931.1,2025/11/14,junk
668,501,28,2,2651.38,2025/11/14,junk
669,204,72,4,9645.92,2025/11/14,junk
670,291,211,2,5757.26,2025/11/14,junk
671,299,676,5,22663.05,2025/11/14,junk
672,72,466,1,498.14,2025/11/14,junk
673,378,531,1,4921.15,2025/11/14,junk
674,176,335,4,16187.6,2025/11/14,junk
675,401,161,1,2681.72,2025/11/14,junk
676,133,550,4,13156.0,2025/11/14,junk
677,490,761,1,4852.24,2025/11/14,junk
678,399,979,2,8978.06,2025/11/14,junk
679,134,892,2,1309.68,2025/11/14,junk
680,318,443,4,9852.64,2025/11/14,junk
681,163,619,5,15377.85,2025/11/14,junk
682,962,318,5,22093.05,2025/11/14,junk
683,208,515,4,6033.44,2025/11/14,junk
684,283,207,1,4856.65,2025/11/14,junk
685,147,457,1,1218.96,2025/11/14,junk
686,845,409,5,21654.05,2025/11/14,junk
687,827,253,5,1233.85,2025/11/14,junk
688,337,933,5,14366.25,2025/11/14,junk
689,901,503,4,11689.32,2025/11/14,junk
690,474,590,1,4070.76,2025/11/14,junk
691,755,94,3,12022.02,2025/11/14,junk
692,662,903,4,16227.72,2025/11/14,junk
693,356,718,3,5387.76,2025/11/14,junk
694,401,628,2,725.9,2025/11/14,junk
695,426,256,2,3583.94,2025/11/14,junk
696,922,633,4,7647.4,2025/11/14,junk
697,469,394,2,1256.76,2025/11/14,junk
698,716,583,1,3897.32,2025/11/14,junk
699,403,716,1,4797.56,2025/11/14,junk
700,246,907,2,4650.6,2025/11/14,junk
701,281,904,5,687.35,2025/11/15,junk
702,299,683,1,2918.36,2025/11/15,junk
703,715,744,2,3134.3,2025/11/15,junk
704,931,506,4,10435.6,2025/11/15,junk
705,781,567,1,3493.49,2025/11/15,junk
706,378,79,1,442.09,2025/11/15,junk
707,517,785,3,12084.72,2025/11/15,junk
708,420,462,2,3149.56,2025/11/15,junk
709,259,213,5,12670.1,2025/11/15,junk
710,46,474,1,4913.77,2025/11/15,junk
711,75,655,4,2267.52,2025/11/15,junk
712,391,352,4,7497.68,2025/11/15,junk
713,877,200,4,15453.72,2025/11/15,junk
714,39,11,3,5678.79,2025/11/15,junk
715,118,727,2,8929.84,2025/11/15,junk
716,335,687,4,8628.8,2025/11/15,junk
717,497,473,1,4596.58,2025/11/15,junk
718,85,562,2,2246.56,2025/11/15,junk
719,731,973,4,5316.24,2025/11/15,junk
720,144,483,3,6179.58,2025/11/15,junk
721,862,166,2,3643.84,2025/11/15,junk
722,859,19,5,10682.65,2025/11/15,junk
723,103,182,3,12857.46,2025/11/15,junk
724,128,548,4,18377.24,2025/11/15,junk
725,173,80,1,2607.22,2025/11/15,junk
726,694,280,2,1604.38,2025/11/15,junk
727,452,367,2,2403.94,2025/11/15,junk
728,222,732,1,1061.07,2025/11/15,junk
729,915,692,5,9120.55,2025/11/15,junk
730,222,453,1,1949.89,2025/11/15,junk
731,857,651,5,4614.0,2025/11/15,junk
732,657,679,1,4978.54,2025/11/15,junk
733,400,707,3,14188.05,2025/11/15,junk
734,455,54,5,5926.55,2025/11/15,junk
735,5,50,4,11059.0,2025/11/15,junk
736,786,207,2,9713.3,2025/11/15,junk
737,384,931,2,2739.52,2025/11/15,junk
738,205,94,1,4007.34,2025/11/15,junk
739,432,29,1,650.13,2025/11/15,junk
740,346,841,2,2343.08,2025/11/15,junk
741,697,686,1,3680.71,2025/11/15,junk
742,226,982,1,604.07,2025/11/15,junk
743,817,856,2,7312.68,2025/11/15,junk
744,742,172,1,4957.74,2025/11/15,junk
745,426,525,1,1321.93,2025/11/15,junk
746,836,335,3,12140.7,2025/11/15,junk
747,576,642,2,7200.26,2025/11/15,junk
748,640,213,5,12670.1,2025/11/15,junk
749,405,962,4,15357.48,2025/11/15,junk
750,124,238,2,7017.68,2025/11/15,junk
751,109,366,3,7541.46,2025/11/16,junk
752,178,16,4,17154.92,2025/11/16,junk
753,670,324,1,3965.78,2025/11/16,junk
754,399,218,4,4997.84,2025/11/16,junk
755,226,68,3,2462.4,2025/11/16,junk
756,666,639,3,4173.6,2025/11/16,junk
757,45,69,2,5280.84,2025/11/16,junk
758,421,309,5,4370.55,2025/11/16,junk
759,512,105,5,16733.7,2025/11/16,junk
760,811,945,5,8586.75,2025/11/16,junk
761,176,258,1,4068.87,2025/11/16,junk
762,615,333,4,269.96,2025/11/16,junk
763,695,947,2,2176.42,2025/11/16,junk
764,341,180,3,392.1,2025/11/16,junk
765,872,683,4,11673.44,2025/11/16,junk
766,70,344,1,2911.56,2025/11/16,junk
767,624,934,5,2668.7,2025/11/16,junk
768,460,392,5,13473.25,2025/11/16,junk
769,656,760,2,9285.34,2025/11/16,junk
770,516,602,1,470.07,2025/11/16,junk
771,239,22,5,6461.6,2025/11/16,junk
772,778,919,1,684.58,2025/11/16,junk
773,317,243,4,18914.48,2025/11/16,junk
774,776,250,5,21702.65,2025/11/16,junk
775,82,62,2,4619.78,2025/11/16,junk
776,384,511,3,13568.25,2025/11/16,junk
777,207,156,4,7507.56,2025/11/16,junk
778,210,658,1,3620.95,2025/11/16,junk
779,244,946,5,20079.35,2025/11/16,junk
780,969,455,3,11797.05,2025/11/16,junk
781,138,285,3,537.36,2025/11/16,junk
782,660,806,1,1422.22,2025/11/16,junk
783,534,811,4,11590.24,2025/11/16,junk
784,664,833,3,6988.29,2025/11/16,junk
785,769,25,2,8405.82,2025/11/16,junk
786,868,751,3,2429.25,2025/11/16,junk
787,351,249,2,1086.08,2025/11/16,junk
788,553,56,2,5314.74,2025/11/16,junk
789,821,704,2,5794.78,2025/11/16,junk
790,623,894,4,2172.16,2025/11/16,junk
791,534,330,2,3149.82,2025/11/16,junk
792,453,645,1,999.92,2025/11/16,junk
793,67,891,4,5722.04,2025/11/16,junk
794,72,977,2,8975.4,2025/11/16,junk
795,54,650,2,8453.44,2025/11/16,junk
796,961,210,2,1408.68,2025/11/16,junk
797,94,178,5,24005.65,2025/11/16,junk
798,563,852,2,6738.94,2025/11/16,junk
799,242,520,1,4952.31,2025/11/16,junk
800,437,743,4,6220.84,2025/11/16,junk
801,319,169,2,5096.46,2025/11/17,junk
802,251,435,2,1404.78,2025/11/17,junk
803,621,255,3,2481.54,2025/11/17,junk
804,293,591,4,4671.76,2025/11/17,junk
805,991,651,2,1845.6,2025/11/17,junk
806,279,884,4,4165.2,2025/11/17,junk
807,82,974,3,8328.0,2025/11/17,junk
808,408,387,2,5596.26,2025/11/17,junk
809,483,452,4,5025.08,2025/11/17,junk
810,518,625,4,11604.16,2025/11/17,junk
811,779,160,4,2122.96,2025/11/17,junk
812,21,781,4,7582.04,2025/11/17,junk
813,438,875,1,1488.42,2025/11/17,junk
814,778,929,3,705.06,2025/11/17,junk
815,610,551,2,7754.2,2025/11/17,junk
816,567,745,2,4894.0,2025/11/17,junk
817,264,390,4,19398.36,2025/11/17,junk
818,314,465,3,7490.28,2025/11/17,junk
819,385,576,5,12420.1,2025/11/17,junk
820,493,74,3,3583.56,2025/11/17,junk
821,140,733,4,6004.76,2025/11/17,junk
822,201,159,2,3108.66,2025/11/17,junk
823,5,14,5,20401.2,2025/11/17,junk
824,748,743,3,4665.63,2025/11/17,junk
825,504,415,4,6380.44,2025/11/17,junk
826,963,405,3,11666.67,2025/11/17,junk
827,394,502,3,7326.54,2025/11/17,junk
828,657,603,1,3689.85,2025/11/17,junk
829,419,907,1,2325.3,2025/11/17,junk
830,944,128,4,6035.36,2025/11/17,junk
831,955,580,2,1151.88,2025/11/17,junk
832,199,782,4,7156.84,2025/11/17,junk
833,981,262,3,2188.32,2025/11/17,junk
834,522,727,4,17859.68,2025/11/17,junk
835,651,706,3,11076.06,2025/11/17,junk
836,714,60,4,11061.2,2025/11/17,junk
837,949,435,2,1404.78,2025/11/17,junk
838,249,490,1,3620.63,2025/11/17,junk
839,944,833,3,6988.29,2025/11/17,junk
840,647,724,1,2287.29,2025/11/17,junk
841,715,682,2,2541.88,2025/11/17,junk
842,268,620,4,16392.44,2025/11/17,junk
843,967,698,2,1930.96,2025/11/17,junk
844,261,254,5,8505.85,2025/11/17,junk
845,593,975,2,518.1,2025/11/17,junk
846,13,120,1,345.89,2025/11/17,junk
847,660,729,4,19173.48,2025/11/17,junk
848,408,724,5,11436.45,2025/11/17,junk
849,998,923,1,4960.13,2025/11/17,junk
850,531,932,2,5921.1,2025/11/17,junk
851,898,434,2,9739.46,2025/11/18,junk
852,850,438,3,3590.67,2025/11/18,junk
853,709,310,5,22996.05,2025/11/18,junk
854,991,546,4,2127.8,2025/11/18,junk
855,601,316,4,9127.52,2025/11/18,junk
856,771,898,1,3128.74,2025/11/18,junk
857,112,652,5,1587.2,2025/11/18,junk
858,796,817,3,9638.37,2025/11/18,junk
859,834,147,3,7357.74,2025/11/18,junk
860,767,215,4,4122.56,2025/11/18,junk
861,716,316,1,2281.88,2025/11/18,junk
862,173,836,4,2952.48,2025/11/18,junk
863,2,100,1,1938.81,2025/11/18,junk
864,793,714,4,2448.44,2025/11/18,junk
865,538,427,3,1723.02,2025/11/18,junk
866,751,442,2,7908.9,2025/11/18,junk
867,181,384,2,4678.46,2025/11/18,junk
868,721,138,2,6239.96,2025/11/18,junk
869,499,187,5,4113.65,2025/11/18,junk
870,972,113,4,498.36,2025/11/18,junk
871,581,834,2,8206.56,2025/11/18,junk
872,191,206,1,300.07,2025/11/18,junk
873,768,188,2,8907.3,2025/11/18,junk
874,266,924,4,1317.68,2025/11/18,junk
875,452,642,5,18000.65,2025/11/18,junk
876,112,890,2,9506.38,2025/11/18,junk
877,82,301,1,3224.9,2025/11/18,junk
878,387,128,3,4526.52,2025/11/18,junk
879,66,351,1,510.98,2025/11/18,junk
880,600,241,4,5823.48,2025/11/18,junk
881,497,689,1,535.1,2025/11/18,junk
882,10,63,3,13177.8,2025/11/18,junk
883,770,979,1,4489.03,2025/11/18,junk
884,682,597,1,4213.85,2025/11/18,junk
885,100,217,5,24927.7,2025/11/18,junk
886,811,8,4,9532.64,2025/11/18,junk
887,618,533,3,7514.82,2025/11/18,junk
888,955,498,4,347.12,2025/11/18,junk
889,776,346,5,2944.95,2025/11/18,junk
890,440,345,3,5067.0,2025/11/18,junk
891,699,912,3,7434.72,2025/11/18,junk
892,323,837,2,5278.9,2025/11/18,junk
893,964,370,4,16991.8,2025/11/18,junk
894,388,626,1,4190.31,2025/11/18,junk
895,999,365,3,7521.48,2025/11/18,junk
896,826,103,1,3701.21,2025/11/18,junk
897,468,892,4,2619.36,2025/11/18,junk
898,743,856,2,7312.68,2025/11/18,junk
899,27,617,1,121.11,2025/11/18,junk
900,890,544,3,6814.98,2025/11/18,junk
901,974,717,2,7475.66,2025/11/19,junk
902,378,463,5,15056.9,2025/11/19,junk
903,703,675,4,15833.04,2025/11/19,junk
904,528,424,2,805.3,2025/11/19,junk
905,4,654,3,9309.78,2025/11/19,junk
906,18,649,3,1823.28,2025/11/19,junk
907,895,47,3,14115.48,2025/11/19,junk
908,695,455,2,7864.7,2025/11/19,junk
909,622,497,4,4669.68,2025/11/19,junk
910,757,628,1,362.95,2025/11/19,junk
911,357,439,4,17249.72,2025/11/19,junk
912,675,878,1,2483.66,2025/11/19,junk
913,752,395,3,12888.63,2025/11/19,junk
914,622,200,2,7726.86,2025/11/19,junk
915,891,533,5,12524.7,2025/11/19,junk
916,804,878,5,12418.3,2025/11/19,junk
917,33,131,4,5651.44,2025/11/19,junk
918,816,90,3,4147.56,2025/11/19,junk
919,853,690,5,2306.5,2025/11/19,junk
920,896,479,2,5644.3,2025/11/19,junk
921,918,457,1,1218.96,2025/11/19,junk
922,494,679,5,24892.7,2025/11/19,junk
923,247,250,2,8681.06,2025/11/19,junk
924,175,772,1,3060.35,2025/11/19,junk
925,109,446,1,1775.65,2025/11/19,junk
926,165,952,3,10122.66,2025/11/19,junk
927,925,393,3,9144.48,2025/11/19,junk
928,226,737,3,477.24,2025/11/19,junk
929,682,488,1,3366.83,2025/11/19,junk
930,682,140,5,9840.4,2025/11/19,junk
931,649,743,4,6220.84,2025/11/19,junk
932,93,815,3,5513.28,2025/11/19,junk
933,893,230,5,6265.45,2025/11/19,junk
934,785,947,5,5441.05,2025/11/19,junk
935,67,660,3,10201.26,2025/11/19,junk
936,387,933,4,11493.0,2025/11/19,junk
937,670,658,5,18104.75,2025/11/19,junk
938,990,877,4,7475.32,2025/11/19,junk
939,828,239,2,5871.74,2025/11/19,junk
940,266,119,3,9336.87,2025/11/19,junk
941,90,115,1,4845.73,2025/11/19,junk
942,349,759,5,23293.95,2025/11/19,junk
943,960,193,1,4137.24,2025/11/19,junk
944,587,377,2,3399.5,2025/11/19,junk
945,874,321,4,2646.16,2025/11/19,junk
946,591,755,1,221.71,2025/11/19,junk
947,319,64,5,16084.7,2025/11/19,junk
948,549,195,4,12916.64,2025/11/19,junk
949,434,328,3,2378.82,2025/11/19,junk
950,817,696,2,5878.24,2025/11/19,junk
951,533,680,5,20965.5,2025/11/20,junk
952,605,228,1,822.16,2025/11/20,junk
953,405,10,5,5460.7,2025/11/20,junk
954,873,472,3,4601.07,2025/11/20,junk
955,149,836,3,2214.36,2025/11/20,junk
956,858,225,4,19805.16,2025/11/20,junk
957,697,467,2,9042.24,2025/11/20,junk
958,616,291,2,4145.04,2025/11/20,junk
959,765,682,1,1270.94,2025/11/20,junk
960,614,328,3,2378.82,2025/11/20,junk
961,515,706,1,3692.02,2025/11/20,junk
962,281,869,5,12521.45,2025/11/20,junk
963,490,647,2,2270.84,2025/11/20,junk
964,507,299,4,6395.36,2025/11/20,junk
965,61,830,3,10391.34,2025/11/20,junk
966,157,848,2,9094.44,2025/11/20,junk
967,869,751,2,1619.5,2025/11/20,junk
968,718,754,1,963.26,2025/11/20,junk
969,946,887,2,5861.0,2025/11/20,junk
970,878,500,4,5531.16,2025/11/20,junk
971,307,835,2,3547.28,2025/11/20,junk
972,23,562,4,4493.12,2025/11/20,junk
973,346,433,4,13483.24,2025/11/20,junk
974,357,776,4,19521.64,2025/11/20,junk
975,401,74,5,5972.6,2025/11/20,junk
976,745,290,3,2582.22,2025/11/20,junk
977,714,946,2,8031.74,2025/11/20,junk
978,718,877,5,9344.15,2025/11/20,junk
979,404,100,2,3877.62,2025/11/20,junk
980,332,771,5,9095.5,2025/11/20,junk
981,887,825,1,727.9,2025/11/20,junk
982,871,958,3,9274.17,2025/11/20,junk
983,469,671,2,5729.8,2025/11/20,junk
984,592,141,4,10051.48,2025/11/20,junk
985,713,495,3,6897.75,2025/11/20,junk
986,919,149,2,4950.1,2025/11/20,junk
987,224,824,2,5842.46,2025/11/20,junk
988,753,667,1,931.4,2025/11/20,junk
989,371,744,5,7835.75,2025/11/20,junk
990,105,695,2,4646.9,2025/11/20,junk
991,386,974,4,11104.0,2025/11/20,junk
992,696,862,2,9212.72,2025/11/20,junk
993,949,58,1,4580.6,2025/11/20,junk
994,365,998,4,12978.88,2025/11/20,junk
995,184,968,1,999.98,2025/11/20,junk
996,121,528,3,12146.43,2025/11/20,junk
997,608,445,2,8473.08,2025/11/20,junk
998,643,740,4,12991.8,2025/11/20,junk
999,251,35,1,1468.29,2025/11/20,junk
1000,247,407,4,19855.88,2025/11/20,junk
1001,310,705,5,17195.45,2025/11/21,junk
1002,978,177,4,5230.96,2025/11/21,junk
1003,795,709,1,1859.67,2025/11/21,junk
1004,797,475,4,11738.0,2025/11/21,junk
1005,282,648,4,4320.56,2025/11/21,junk
1006,377,12,1,2281.11,2025/11/21,junk
1007,120,85,1,596.26,2025/11/21,junk
1008,501,657,5,12993.85,2025/11/21,junk
1009,231,24,5,1735.9,2025/11/21,junk
1010,587,587,4,18111.44,2025/11/21,junk
1011,281,711,1,2816.01,2025/11/21,junk
1012,814,608,2,466.72,2025/11/21,junk
1013,394,496,4,16437.4,2025/11/21,junk
1014,306,586,2,2737.72,2025/11/21,junk
1015,102,334,1,2320.28,2025/11/21,junk
1016,731,931,5,6848.8,2025/11/21,junk
1017,190,416,1,1042.75,2025/11/21,junk
1018,404,570,5,10817.85,2025/11/21,junk
1019,803,832,5,18968.6,2025/11/21,junk
1020,501,66,5,5871.45,2025/11/21,junk
1021,858,599,5,24195.95,2025/11/21,junk
1022,731,839,1,4082.14,2025/11/21,junk
1023,772,772,2,6120.7,2025/11/21,junk
1024,989,675,1,3958.26,2025/11/21,junk
1025,186,883,5,9251.8,2025/11/21,junk
1026,712,185,1,2803.8,2025/11/21,junk
1027,569,458,3,1306.74,2025/11/21,junk
1028,126,41,2,6564.82,2025/11/21,junk
1029,589,212,2,4052.0,2025/11/21,junk
1030,90,576,3,7452.06,2025/11/21,junk
1031,872,772,1,3060.35,2025/11/21,junk
1032,87,128,5,7544.2,2025/11/21,junk
1033,306,373,5,529.6,2025/11/21,junk
1034,176,434,1,4869.73,2025/11/21,junk
1035,255,308,1,3879.7,2025/11/21,junk
1036,969,969,5,20723.9,2025/11/21,junk
1037,927,802,3,9602.94,2025/11/21,junk
1038,675,547,4,7205.8,2025/11/21,junk
1039,144,591,4,4671.76,2025/11/21,junk
1040,712,321,5,3307.7,2025/11/21,junk
1041,933,361,5,17294.2,2025/11/21,junk
1042,552,523,2,7859.26,2025/11/21,junk
1043,705,102,1,1954.75,2025/11/21,junk
1044,243,38,2,6161.88,2025/11/21,junk
1045,146,307,2,2982.68,2025/11/21,junk
1046,981,138,5,15599.9,2025/11/21,junk
1047,566,222,5,8188.25,2025/11/21,junk
1048,368,285,2,358.24,2025/11/21,junk
1049,747,638,4,2712.48,2025/11/21,junk
1050,77,564,3,12868.14,2025/11/21,junk
1051,267,391,2,408.62,2025/11/22,junk
1052,410,468,1,50.91,2025/11/22,junk
1053,968,261,4,6967.36,2025/11/22,junk
1054,963,712,2,7122.44,2025/11/22,junk
1055,549,209,1,1484.43,2025/11/22,junk
1056,645,751,3,2429.25,2025/11/22,junk
1057,649,714,2,1224.22,2025/11/22,junk
1058,732,382,5,3609.9,2025/11/22,junk
1059,674,664,5,2069.85,2025/11/22,junk
1060,620,168,4,15890.72,2025/11/22,junk
1061,842,158,3,753.69,2025/11/22,junk
1062,807,445,4,16946.16,2025/11/22,junk
1063,27,988,5,20194.6,2025/11/22,junk
1064,254,80,3,7821.66,2025/11/22,junk
1065,128,545,1,4810.73,2025/11/22,junk
1066,701,562,4,4493.12,2025/11/22,junk
1067,68,338,1,443.05,2025/11/22,junk
1068,372,932,3,8881.65,2025/11/22,junk
1069,797,280,2,1604.38,2025/11/22,junk
1070,890,818,2,2018.76,2025/11/22,junk
1071,281,11,1,1892.93,2025/11/22,junk
1072,387,993,2,3809.58,2025/11/22,junk
1073,388,975,1,259.05,2025/11/22,junk
1074,802,948,1,4127.51,2025/11/22,junk
1075,180,540,3,13848.51,2025/11/22,junk
1076,603,842,4,2778.32,2025/11/22,junk
1077,98,542,3,4049.97,2025/11/22,junk
1078,718,586,3,4106.58,2025/11/22,junk
1079,565,278,5,7757.85,2025/11/22,junk
1080,102,919,1,684.58,2025/11/22,junk
1081,175,326,4,7736.0,2025/11/22,junk
1082,186,354,5,13874.15,2025/11/22,junk
1083,565,609,4,15798.0,2025/11/22,junk
1084,489,607,2,5046.88,2025/11/22,junk
1085,266,10,5,5460.7,2025/11/22,junk
1086,731,160,2,1061.48,2025/11/22,junk
1087,147,388,5,14540.6,2025/11/22,junk
1088,754,274,1,385.68,2025/11/22,junk
1089,941,743,3,4665.63,2025/11/22,junk
1090,725,797,2,5583.28,2025/11/22,junk
1091,695,624,4,8159.76,2025/11/22,junk
1092,724,469,2,1577.24,2025/11/22,junk
1093,450,363,4,10602.76,2025/11/22,junk
1094,515,294,3,3187.74,2025/11/22,junk
1095,976,439,5,21562.15,2025/11/22,junk
1096,965,736,2,312.68,2025/11/22,junk
1097,313,651,1,922.8,2025/11/22,junk
1098,971,313,4,10113.04,2025/11/22,junk
1099,790,321,1,661.54,2025/11/22,junk
1100,650,82,1,3259.86,2025/11/22,junk
1101,748,246,1,584.06,2025/11/23,junk
1102,170,590,1,4070.76,2025/11/23,junk
1103,87,762,3,5069.52,2025/11/23,junk
1104,568,952,4,13496.88,2025/11/23,junk
1105,828,896,1,4861.76,2025/11/23,junk
1106,986,972,4,3355.28,2025/11/23,junk
1107,694,521,2,370.26,2025/11/23,junk
1108,492,510,5,14595.8,2025/11/23,junk
1109,702,694,5,16808.65,2025/11/23,junk
1110,715,128,4,6035.36,2025/11/23,junk
1111,15,632,2,1420.38,2025/11/23,junk
1112,933,852,1,3369.47,2025/11/23,junk
1113,732,436,5,2657.25,2025/11/23,junk
1114,768,354,2,5549.66,2025/11/23,junk
1115,757,678,5,21460.1,2025/11/23,junk
1116,701,624,1,2039.94,2025/11/23,junk
1117,622,460,2,6001.14,2025/11/23,junk
1118,691,953,5,22052.2,2025/11/23,junk
1119,926,231,2,8700.64,2025/11/23,junk
1120,77,376,2,7693.62,2025/11/23,junk
1121,527,362,1,2163.92,2025/11/23,junk
1122,433,508,4,14885.4,2025/11/23,junk
1123,175,383,1,2330.06,2025/11/23,junk
1124,347,936,2,5017.64,2025/11/23,junk
1125,852,553,1,1014.88,2025/11/23,junk
1126,298,307,4,5965.36,2025/11/23,junk
1127,301,272,2,9957.28,2025/11/23,junk
1128,3,756,5,3911.6,2025/11/23,junk
1129,404,223,3,509.46,2025/11/23,junk
1130,952,956,5,18619.65,2025/11/23,junk
1131,846,915,1,325.9,2025/11/23,junk
1132,958,475,5,14672.5,2025/11/23,junk
1133,869,500,1,1382.79,2025/11/23,junk
1134,365,7,5,13826.95,2025/11/23,junk
1135,472,337,3,7214.31,2025/11/23,junk
1136,363,110,1,1529.12,2025/11/23,junk
1137,359,912,2,4956.48,2025/11/23,junk
1138,412,364,1,4639.17,2025/11/23,junk
1139,104,442,4,15817.8,2025/11/23,junk
1140,203,87,5,12426.9,2025/11/23,junk
1141,527,921,2,7675.42,2025/11/23,junk
1142,421,127,4,9809.0,2025/11/23,junk
1143,8,160,3,1592.22,2025/11/23,junk
1144,232,482,4,12579.24,2025/11/23,junk
1145,384,307,3,4474.02,2025/11/23,junk
1146,439,914,2,5666.32,2025/11/23,junk
1147,550,832,3,11381.16,2025/11/23,junk
1148,112,450,4,6181.92,2025/11/23,junk
1149,166,144,3,7919.52,2025/11/23,junk
1150,766,445,1,4236.54,2025/11/23,junk
1151,368,905,2,8813.24,2025/11/24,junk
1152,114,195,3,9687.48,2025/11/24,junk
1153,42,137,4,12470.76,2025/11/24,junk
1154,432,762,3,5069.52,2025/11/24,junk
1155,923,33,2,5153.4,2025/11/24,junk
1156,683,204,4,10890.6,2025/11/24,junk
1157,983,682,3,3812.82,2025/11/24,junk
1158,122,432,4,16385.36,2025/11/24,junk
1159,564,508,2,7442.7,2025/11/24,junk
1160,333,770,4,8152.28,2025/11/24,junk
1161,514,744,4,6268.6,2025/11/24,junk
1162,135,113,1,124.59,2025/11/24,junk
1163,812,22,2,2584.64,2025/11/24,junk
1164,160,353,5,1924.75,2025/11/24,junk
1165,14,786,2,8076.16,2025/11/24,junk
1166,54,695,3,6970.35,2025/11/24,junk
1167,440,1000,5,23536.0,2025/11/24,junk
1168,756,9,4,7445.28,2025/11/24,junk
1169,492,297,3,6499.2,2025/11/24,junk
1170,498,85,4,2385.04,2025/11/24,junk
1171,254,633,2,3823.7,2025/11/24,junk
1172,747,524,2,6196.4,2025/11/24,junk
1173,256,288,1,3265.36,2025/11/24,junk
1174,885,270,2,1467.28,2025/11/24,junk
1175,683,841,4,4686.16,2025/11/24,junk
1176,204,486,1,4224.47,2025/11/24,junk
1177,718,748,5,23122.25,2025/11/24,junk
1178,626,186,2,1033.44,2025/11/24,junk
1179,876,606,2,7948.12,2025/11/24,junk
1180,235,124,2,8928.78,2025/11/24,junk
1181,411,40,3,5252.85,2025/11/24,junk
1182,197,952,2,6748.44,2025/11/24,junk
1183,437,19,5,10682.65,2025/11/24,junk
1184,205,94,1,4007.34,2025/11/24,junk
1185,390,418,5,3161.85,2025/11/24,junk
1186,314,717,2,7475.66,2025/11/24,junk
1187,228,345,4,6756.0,2025/11/24,junk
1188,491,63,5,21963.0,2025/11/24,junk
1189,438,660,1,3400.42,2025/11/24,junk
1190,312,113,3,373.77,2025/11/24,junk
1191,373,288,3,9796.08,2025/11/24,junk
1192,729,429,2,6001.6,2025/11/24,junk
1193,328,917,1,3398.61,2025/11/24,junk
1194,187,42,1,3046.66,2025/11/24,junk
1195,54,677,3,12846.81,2025/11/24,junk
1196,218,293,4,13492.52,2025/11/24,junk
1197,287,931,5,6848.8,2025/11/24,junk
1198,104,442,2,7908.9,2025/11/24,junk
1199,259,972,4,3355.28,2025/11/24,junk
1200,373,343,3,695.31,2025/11/24,junk
1201,115,100,1,1938.81,2025/11/25,junk
1202,700,566,2,8051.68,2025/11/25,junk
1203,340,370,3,12743.85,2025/11/25,junk
1204,761,798,5,20699.65,2025/11/25,junk
1205,542,620,3,12294.33,2025/11/25,junk
1206,244,666,3,3360.06,2025/11/25,junk
1207,216,599,4,19356.76,2025/11/25,junk
